ref,title,tags,matched_tags,category
https://www.kaggle.com/competitions/predict-energy-behavior-of-prosumers,predict-energy-behavior-of-prosumers,"['energy', 'time series analysis', 'tabular', 'mae']","['Time Series Analysis', 'Tabular']",Featured
https://www.kaggle.com/competitions/learning-agency-lab-automated-essay-scoring-2,learning-agency-lab-automated-essay-scoring-2,"['education', 'nlp', 'primary and secondary schools', 'cohen kappa score']",['NLP'],Featured
https://www.kaggle.com/competitions/kaggle-llm-science-exam,kaggle-llm-science-exam,"['physics', 'nlp', 'map@{k}']",['NLP'],Featured
https://www.kaggle.com/competitions/cmi-detect-behavior-with-sensor-data,cmi-detect-behavior-with-sensor-data,"['health', 'time series analysis', 'custom metric']",['Time Series Analysis'],Featured
https://www.kaggle.com/competitions/jigsaw-toxic-severity-rating,jigsaw-toxic-severity-rating,"['nlp', 'text', 'custom metric']",['NLP'],Featured
https://www.kaggle.com/competitions/predicting-red-hat-business-value,predicting-red-hat-business-value,"['business', 'tabular', 'auc']",['Tabular'],Featured
https://www.kaggle.com/competitions/child-mind-institute-detect-sleep-states,child-mind-institute-detect-sleep-states,"['health', 'time series analysis', 'multiclass classification', 'custom metric']",['Time Series Analysis'],Featured
https://www.kaggle.com/competitions/cafa-6-protein-function-prediction,cafa-6-protein-function-prediction,"['healthcare', 'biology', 'tabular', 'custom metric']",['Tabular'],Research
https://www.kaggle.com/competitions/nbme-score-clinical-patient-notes,nbme-score-clinical-patient-notes,"['education', 'medicine', 'nlp', 'text', 'custom metric']",['NLP'],Featured
https://www.kaggle.com/competitions/MABe-mouse-behavior-detection,MABe-mouse-behavior-detection,"['biology', 'time series analysis', 'classification', 'deep learning', 'transfer learning', 'custom metric']",['Time Series Analysis'],Research
https://www.kaggle.com/competitions/drawing-with-llms,drawing-with-llms,"['art', 'nlp', 'image generator', 'custom metric']",['NLP'],Featured
https://www.kaggle.com/competitions/coupon-purchase-prediction,coupon-purchase-prediction,"['marketing', 'tabular', 'multiclass classification', 'map@{k}']",['Tabular'],Featured
https://www.kaggle.com/competitions/physionet-ecg-image-digitization,physionet-ecg-image-digitization,"['health', 'medicine', 'time series analysis', 'custom metric']",['Time Series Analysis'],Research
https://www.kaggle.com/competitions/m5-forecasting-uncertainty,m5-forecasting-uncertainty,"['time series analysis', 'custom metric']",['Time Series Analysis'],Featured
https://www.kaggle.com/competitions/the-winton-stock-market-challenge,the-winton-stock-market-challenge,"['finance', 'tabular', 'wmae']",['Tabular'],Featured
https://www.kaggle.com/competitions/icecube-neutrinos-in-deep-ice,icecube-neutrinos-in-deep-ice,"['astronomy', 'physics', 'tabular', 'meanangularerror']",['Tabular'],Research
https://www.kaggle.com/competitions/uspto-explainable-ai,uspto-explainable-ai,"['science and technology', 'nlp', 'custom metric']",['NLP'],Featured
https://www.kaggle.com/competitions/meta-kaggle-hackathon,meta-kaggle-hackathon,"['tabular', 'text']",['Tabular'],Featured
https://www.kaggle.com/competitions/big-data-derby-2022,big-data-derby-2022,"['sports', 'data analytics', 'tabular']",['Tabular'],Analytics
https://www.kaggle.com/competitions/ga-customer-revenue-prediction,ga-customer-revenue-prediction,"['tabular', 'regression', 'rmse']",['Tabular'],Featured
https://www.kaggle.com/competitions/home-depot-product-search-relevance,home-depot-product-search-relevance,"['tabular', 'rmse']",['Tabular'],Featured
https://www.kaggle.com/competitions/predict-west-nile-virus,predict-west-nile-virus,"['tabular', 'binary classification', 'auc']",['Tabular'],Featured
https://www.kaggle.com/competitions/rossmann-store-sales,rossmann-store-sales,"['time series analysis', 'tabular', 'rootmeansquarepercentageerror']","['Time Series Analysis', 'Tabular']",Featured
https://www.kaggle.com/competitions/lish-moa,lish-moa,"['genetics', 'biology', 'tabular', 'drugs and medications', 'meancolumnwiselogloss']",['Tabular'],Research
https://www.kaggle.com/competitions/bnp-paribas-cardif-claims-management,bnp-paribas-cardif-claims-management,"['banking', 'tabular', 'binary classification', 'logloss']",['Tabular'],Featured
https://www.kaggle.com/competitions/champs-scalar-coupling,champs-scalar-coupling,"['chemistry', 'tabular', 'regression', 'custom metric']",['Tabular'],Featured
https://www.kaggle.com/competitions/prudential-life-insurance-assessment,prudential-life-insurance-assessment,"['tabular', 'quadraticweightedkappa']",['Tabular'],Featured
https://www.kaggle.com/competitions/restaurant-revenue-prediction,restaurant-revenue-prediction,"['tabular', 'regression', 'rmse']",['Tabular'],Featured
https://www.kaggle.com/competitions/favorita-grocery-sales-forecasting,favorita-grocery-sales-forecasting,"['tabular', 'regression', 'food', 'custom metric']",['Tabular'],Featured
https://www.kaggle.com/competitions/axa-driver-telematics-analysis,axa-driver-telematics-analysis,"['tabular', 'multiclass classification', 'auc']",['Tabular'],Featured
https://www.kaggle.com/competitions/bosch-production-line-performance,bosch-production-line-performance,"['manufacturing', 'tabular', 'binary classification', 'matthewscorrelationcoefficient']",['Tabular'],Featured
https://www.kaggle.com/competitions/lyft-motion-prediction-autonomous-vehicles,lyft-motion-prediction-autonomous-vehicles,"['transportation', 'automobiles and vehicles', 'tabular', 'image', 'custom metric']",['Tabular'],Featured
https://www.kaggle.com/competitions/nyc-taxi-trip-duration,nyc-taxi-trip-duration,"['tabular', 'regression', 'rmsle']",['Tabular'],Playground
https://www.kaggle.com/competitions/porto-seguro-safe-driver-prediction,porto-seguro-safe-driver-prediction,"['tabular', 'binary classification', 'normalizedgini']",['Tabular'],Featured
https://www.kaggle.com/competitions/mercedes-benz-greener-manufacturing,mercedes-benz-greener-manufacturing,"['automobiles and vehicles', 'tabular', 'regression', 'r2score']",['Tabular'],Featured
https://www.kaggle.com/competitions/ashrae-energy-prediction,ashrae-energy-prediction,"['energy', 'tabular', 'rmsle']",['Tabular'],Featured
https://www.kaggle.com/competitions/quora-question-pairs,quora-question-pairs,"['linguistics', 'internet', 'tabular', 'text', 'logloss']",['Tabular'],Featured
https://www.kaggle.com/competitions/sberbank-russian-housing-market,sberbank-russian-housing-market,"['housing', 'banking', 'tabular', 'regression', 'rmsle']",['Tabular'],Featured
https://www.kaggle.com/competitions/expedia-hotel-recommendations,expedia-hotel-recommendations,"['recommender systems', 'tabular', 'hotels and accommodations', 'map@{k}']",['Tabular'],Featured
https://www.kaggle.com/competitions/grupo-bimbo-inventory-demand,grupo-bimbo-inventory-demand,"['tabular', 'food', 'rmsle']",['Tabular'],Featured
https://www.kaggle.com/competitions/us-patent-phrase-to-phrase-matching,us-patent-phrase-to-phrase-matching,"['nlp', 'text', 'pearsoncorrelationcoefficient']",['NLP'],Featured
https://www.kaggle.com/competitions/avito-demand-prediction,avito-demand-prediction,"['tabular', 'image', 'text', 'rmse']",['Tabular'],Featured
https://www.kaggle.com/competitions/talkingdata-mobile-user-demographics,talkingdata-mobile-user-demographics,"['demographics', 'mobile and wireless', 'tabular', 'multiclass classification', 'multiclassloss']",['Tabular'],Featured
https://www.kaggle.com/competitions/google-quest-challenge,google-quest-challenge,"['nlp', 'text', 'mcspearmanr']",['NLP'],Featured
https://www.kaggle.com/competitions/vsb-power-line-fault-detection,vsb-power-line-fault-detection,"['signal processing', 'tabular', 'binary classification', 'matthewscorrelationcoefficient']",['Tabular'],Featured
https://www.kaggle.com/competitions/open-problems-multimodal,open-problems-multimodal,"['genetics', 'biotechnology', 'tabular', 'custom metric']",['Tabular'],Featured
https://www.kaggle.com/competitions/web-traffic-time-series-forecasting,web-traffic-time-series-forecasting,"['internet', 'tabular', 'smape']",['Tabular'],Research
https://www.kaggle.com/competitions/PLAsTiCC-2018,PLAsTiCC-2018,"['astronomy', 'tabular', 'weightedmulticlassloss']",['Tabular'],Featured
https://www.kaggle.com/competitions/outbrain-click-prediction,outbrain-click-prediction,"['internet', 'tabular', 'map@{k}']",['Tabular'],Featured
https://www.kaggle.com/competitions/gendered-pronoun-resolution,gendered-pronoun-resolution,"['nlp', 'text', 'multiclassloss']",['NLP'],Research
https://www.kaggle.com/competitions/trackml-particle-identification,trackml-particle-identification,"['physics', 'tabular', 'custom metric']",['Tabular'],Featured
https://www.kaggle.com/competitions/march-machine-learning-mania-2016,march-machine-learning-mania-2016,"['basketball', 'sports', 'tabular', 'logloss']",['Tabular'],Featured
https://www.kaggle.com/competitions/acea-water-prediction,acea-water-prediction,"['water bodies', 'data analytics', 'tabular']",['Tabular'],Analytics
https://www.kaggle.com/competitions/ieee-fraud-detection,ieee-fraud-detection,"['tabular', 'binary classification', 'auc']",['Tabular'],Research
https://www.kaggle.com/competitions/homesite-quote-conversion,homesite-quote-conversion,"['tabular', 'binary classification', 'auc']",['Tabular'],Featured
https://www.kaggle.com/competitions/crowdflower-search-relevance,crowdflower-search-relevance,"['internet', 'tabular', 'quadraticweightedkappa']",['Tabular'],Featured
https://www.kaggle.com/competitions/santas-stolen-sleigh,santas-stolen-sleigh,"['tabular', 'custom metric']",['Tabular'],Featured
https://www.kaggle.com/competitions/avito-context-ad-clicks,avito-context-ad-clicks,"['marketing', 'tabular', 'logloss']",['Tabular'],Featured
https://www.kaggle.com/competitions/flavours-of-physics,flavours-of-physics,"['physics', 'tabular', 'binary classification', 'custom metric']",['Tabular'],Featured
https://www.kaggle.com/competitions/data-science-for-good-city-of-los-angeles,data-science-for-good-city-of-los-angeles,"['employment', 'nlp', 'image', 'text']",['NLP'],Analytics
https://www.kaggle.com/competitions/otto-group-product-classification-challenge,otto-group-product-classification-challenge,"['internet', 'tabular', 'multiclassloss']",['Tabular'],Featured
https://www.kaggle.com/competitions/google-smartphone-decimeter-challenge,google-smartphone-decimeter-challenge,"['research', 'mobile and wireless', 'signal processing', 'geospatial analysis', 'tabular', 'custom metric']",['Tabular'],Research
https://www.kaggle.com/competitions/smartphone-decimeter-2022,smartphone-decimeter-2022,"['research', 'mobile and wireless', 'signal processing', 'geospatial analysis', 'tabular', 'custom metric']",['Tabular'],Research
https://www.kaggle.com/competitions/dato-native,dato-native,"['marketing', 'tabular', 'binary classification', 'auc']",['Tabular'],Featured
https://www.kaggle.com/competitions/ventilator-pressure-prediction,ventilator-pressure-prediction,"['biology', 'medicine', 'tabular', 'mae']",['Tabular'],Research
https://www.kaggle.com/competitions/instant-gratification,instant-gratification,"['tabular', 'binary classification', 'auc']",['Tabular'],Featured
https://www.kaggle.com/competitions/stumbleupon,stumbleupon,"['internet', 'tabular', 'text', 'auc']",['Tabular'],Featured
https://www.kaggle.com/competitions/how-much-did-it-rain-ii,how-much-did-it-rain-ii,"['tabular', 'regression', 'mae']",['Tabular'],Research
https://www.kaggle.com/competitions/how-much-did-it-rain,how-much-did-it-rain,"['tabular', 'crps']",['Tabular'],Research
https://www.kaggle.com/competitions/pkdd-15-predict-taxi-service-trajectory-i,pkdd-15-predict-taxi-service-trajectory-i,"['tabular', 'ahd@{type}']",['Tabular'],Research
https://www.kaggle.com/competitions/pkdd-15-taxi-trip-time-prediction-ii,pkdd-15-taxi-trip-time-prediction-ii,"['tabular', 'rmsle']",['Tabular'],Research
https://www.kaggle.com/competitions/allstate-claims-severity,allstate-claims-severity,"['tabular', 'regression', 'mae']",['Tabular'],Recruitment
https://www.kaggle.com/competitions/two-sigma-connect-rental-listing-inquiries,two-sigma-connect-rental-listing-inquiries,"['housing', 'tabular', 'text', 'multiclass classification', 'multiclassloss']",['Tabular'],Recruitment
https://www.kaggle.com/competitions/airbnb-recruiting-new-user-bookings,airbnb-recruiting-new-user-bookings,"['recommender systems', 'tabular', 'hotels and accommodations', 'ndcg@{k}']",['Tabular'],Recruitment
https://www.kaggle.com/competitions/facebook-v-predicting-check-ins,facebook-v-predicting-check-ins,"['geography', 'internet', 'tabular', 'multiclass classification', 'map@{k}']",['Tabular'],Recruitment
https://www.kaggle.com/competitions/walmart-recruiting-trip-type-classification,walmart-recruiting-trip-type-classification,"['tabular', 'multiclass classification', 'multiclassloss']",['Tabular'],Recruitment
https://www.kaggle.com/competitions/facebook-recruiting-iv-human-or-bot,facebook-recruiting-iv-human-or-bot,"['internet', 'tabular', 'binary classification', 'auc']",['Tabular'],Recruitment
https://www.kaggle.com/competitions/telstra-recruiting-network,telstra-recruiting-network,"['internet', 'tabular', 'multiclass classification', 'multiclassloss']",['Tabular'],Recruitment
https://www.kaggle.com/competitions/santas-uncertain-bags,santas-uncertain-bags,"['tabular', 'custom metric']",['Tabular'],Playground
https://www.kaggle.com/competitions/walmart-recruiting-store-sales-forecasting,walmart-recruiting-store-sales-forecasting,"['time series analysis', 'wmae']",['Time Series Analysis'],Recruitment
https://www.kaggle.com/competitions/walmart-recruiting-sales-in-stormy-weather,walmart-recruiting-sales-in-stormy-weather,"['tabular', 'regression', 'rmsle']",['Tabular'],Recruitment
https://www.kaggle.com/competitions/covid19-global-forecasting-week-4,covid19-global-forecasting-week-4,"['tabular', 'covid19', 'mcrmsle']",['Tabular'],Research
https://www.kaggle.com/competitions/covid19-global-forecasting-week-5,covid19-global-forecasting-week-5,"['tabular', 'covid19', 'weightedpinballloss']",['Tabular'],Research
https://www.kaggle.com/competitions/google-cloud-ncaa-march-madness-2020-division-1-mens-tournament,google-cloud-ncaa-march-madness-2020-division-1-mens-tournament,"['basketball', 'tabular', 'logloss']",['Tabular'],Featured
https://www.kaggle.com/competitions/google-cloud-ncaa-march-madness-2020-division-1-womens-tournament,google-cloud-ncaa-march-madness-2020-division-1-womens-tournament,"['basketball', 'tabular', 'logloss']",['Tabular'],Featured
https://www.kaggle.com/competitions/covid19-global-forecasting-week-3,covid19-global-forecasting-week-3,"['tabular', 'covid19', 'mcrmsle']",['Tabular'],Research
https://www.kaggle.com/competitions/covid19-global-forecasting-week-2,covid19-global-forecasting-week-2,"['tabular', 'covid19', 'mcrmsle']",['Tabular'],Research
https://www.kaggle.com/competitions/playground-series-s5e3,playground-series-s5e3,"['weather and climate', 'beginner', 'time series analysis', 'tabular', 'roc auc score']","['Time Series Analysis', 'Tabular']",Playground
https://www.kaggle.com/competitions/playground-series-s5e7,playground-series-s5e7,"['beginner', 'tabular', 'accuracy score']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s5e5,playground-series-s5e5,"['beginner', 'tabular', 'mean squared log error']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s5e12,playground-series-s5e12,"['beginner', 'tabular', 'roc auc score']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s5e10,playground-series-s5e10,"['beginner', 'tabular', 'mean squared error']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s4e10,playground-series-s4e10,"['finance', 'beginner', 'tabular', 'roc auc score']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s5e11,playground-series-s5e11,"['beginner', 'tabular', 'roc auc score']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s4e1,playground-series-s4e1,"['banking', 'beginner', 'tabular', 'binary classification', 'roc auc score']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s4e2,playground-series-s4e2,"['beginner', 'time series analysis', 'tabular', 'multiclass classification', 'accuracy score']","['Time Series Analysis', 'Tabular']",Playground
https://www.kaggle.com/competitions/playground-series-s5e2,playground-series-s5e2,"['beginner', 'tabular', 'mean squared error']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s5e8,playground-series-s5e8,"['beginner', 'tabular', 'roc auc score']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s5e4,playground-series-s5e4,"['beginner', 'tabular', 'mean squared error']",['Tabular'],Playground
https://www.kaggle.com/competitions/bike-sharing-demand,bike-sharing-demand,"['cycling', 'time series analysis', 'tabular', 'rmsle']","['Time Series Analysis', 'Tabular']",Playground
https://www.kaggle.com/competitions/playground-series-s4e9,playground-series-s4e9,"['beginner', 'time series analysis', 'tabular', 'mean squared error']","['Time Series Analysis', 'Tabular']",Playground
https://www.kaggle.com/competitions/playground-series-s4e5,playground-series-s4e5,"['beginner', 'logistic regression', 'tabular', 'r2 score']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s5e1,playground-series-s5e1,"['beginner', 'time series analysis', 'tabular', 'mean absolute percentage error']","['Time Series Analysis', 'Tabular']",Playground
https://www.kaggle.com/competitions/playground-series-s4e11,playground-series-s4e11,"['beginner', 'time series analysis', 'tabular', 'accuracy score']","['Time Series Analysis', 'Tabular']",Playground
https://www.kaggle.com/competitions/playground-series-s4e6,playground-series-s4e6,"['education', 'beginner', 'tabular', 'accuracy score']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s5e6,playground-series-s5e6,"['beginner', 'tabular', 'map@{k}']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s4e4,playground-series-s4e4,"['beginner', 'tabular', 'regression', 'mean squared log error']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s5e9,playground-series-s5e9,"['beginner', 'tabular', 'mean squared error']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s4e8,playground-series-s4e8,"['beginner', 'time series analysis', 'tabular', 'matthews corrcoef']","['Time Series Analysis', 'Tabular']",Playground
https://www.kaggle.com/competitions/playground-series-s4e12,playground-series-s4e12,"['beginner', 'tabular', 'regression', 'insurance', 'rmsle']",['Tabular'],Playground
https://www.kaggle.com/competitions/sf-crime,sf-crime,"['crime', 'tabular', 'multiclass classification', 'multiclassloss']",['Tabular'],Playground
https://www.kaggle.com/competitions/dont-overfit-ii,dont-overfit-ii,"['tabular', 'binary classification', 'auc']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s4e7,playground-series-s4e7,"['beginner', 'tabular', 'binary classification', 'roc auc score']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s4e3,playground-series-s4e3,"['manufacturing', 'beginner', 'tabular', 'binary classification', 'multiclass classification', 'mcauc']",['Tabular'],Playground
https://www.kaggle.com/competitions/tabular-playground-series-sep-2021,tabular-playground-series-sep-2021,"['tabular', 'binary classification', 'auc']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s3e24,playground-series-s3e24,"['health', 'beginner', 'tabular', 'binary classification', 'roc auc score']",['Tabular'],Playground
https://www.kaggle.com/competitions/tabular-playground-series-aug-2022,tabular-playground-series-aug-2022,"['tabular', 'binary classification', 'auc']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s3e14,playground-series-s3e14,"['beginner', 'tabular', 'regression', 'mean absolute error']",['Tabular'],Playground
https://www.kaggle.com/competitions/tabular-playground-series-aug-2021,tabular-playground-series-aug-2021,"['banking', 'tabular', 'regression', 'rmse']",['Tabular'],Playground
https://www.kaggle.com/competitions/tabular-playground-series-jan-2021,tabular-playground-series-jan-2021,"['tabular', 'regression', 'rmse']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s3e26,playground-series-s3e26,"['beginner', 'time series analysis', 'tabular', 'multiclass classification', 'log loss']","['Time Series Analysis', 'Tabular']",Playground
https://www.kaggle.com/competitions/playground-series-s3e25,playground-series-s3e25,"['earth science', 'beginner', 'tabular', 'regression', 'median absolute error']",['Tabular'],Playground
https://www.kaggle.com/competitions/shelter-animal-outcomes,shelter-animal-outcomes,"['animals', 'tabular', 'multiclass classification', 'multiclassloss']",['Tabular'],Playground
https://www.kaggle.com/competitions/tabular-playground-series-jan-2022,tabular-playground-series-jan-2022,"['time series analysis', 'tabular', 'smape']","['Time Series Analysis', 'Tabular']",Playground
https://www.kaggle.com/competitions/playground-series-s3e22,playground-series-s3e22,"['animals', 'health', 'beginner', 'tabular', 'multiclass classification', 'f1 score']",['Tabular'],Playground
https://www.kaggle.com/competitions/pubg-finish-placement-prediction,pubg-finish-placement-prediction,"['video games', 'tabular', 'mae']",['Tabular'],Playground
https://www.kaggle.com/competitions/tabular-playground-series-mar-2021,tabular-playground-series-mar-2021,"['logistic regression', 'tabular', 'binary classification', 'auc']",['Tabular'],Playground
https://www.kaggle.com/competitions/new-york-city-taxi-fare-prediction,new-york-city-taxi-fare-prediction,"['tabular', 'regression', 'rmse']",['Tabular'],Playground
https://www.kaggle.com/competitions/career-con-2019,career-con-2019,"['robotics', 'signal processing', 'tabular', 'categorizationaccuracy']",['Tabular'],Recruitment
https://www.kaggle.com/competitions/tabular-playground-series-feb-2021,tabular-playground-series-feb-2021,"['tabular', 'regression', 'rmse']",['Tabular'],Playground
https://www.kaggle.com/competitions/playground-series-s3e16,playground-series-s3e16,"['animals', 'beginner', 'tabular', 'regression', 'mean absolute error']",['Tabular'],Playground
https://www.kaggle.com/competitions/tmdb-box-office-prediction,tmdb-box-office-prediction,"['movies and tv shows', 'tabular', 'rmsle']",['Tabular'],Playground
https://www.kaggle.com/competitions/tabular-playground-series-sep-2022,tabular-playground-series-sep-2022,"['tabular', 'smape']",['Tabular'],Playground
https://www.kaggle.com/competitions/tabular-playground-series-nov-2021,tabular-playground-series-nov-2021,"['tabular', 'binary classification', 'auc']",['Tabular'],Playground
https://www.kaggle.com/competitions/cat-in-the-dat,cat-in-the-dat,"['tabular', 'binary classification', 'auc']",['Tabular'],Playground
https://www.kaggle.com/competitions/tabular-playground-series-jul-2021,tabular-playground-series-jul-2021,"['pollution', 'time series analysis', 'tabular', 'mcrmsle']","['Time Series Analysis', 'Tabular']",Playground
https://www.kaggle.com/competitions/tabular-playground-series-feb-2022,tabular-playground-series-feb-2022,"['tabular', 'multiclass classification', 'categorizationaccuracy']",['Tabular'],Playground
https://www.kaggle.com/competitions/tabular-playground-series-jul-2022,tabular-playground-series-jul-2022,"['clustering', 'tabular', 'adjustedrandindex']",['Tabular'],Playground
